id_progreso_modulo,id_inscripcion,id_modulo,estado_modulo,porcentaje_avance_modulo,fecha_actualizacion
642,132,13,en_progreso,43.52,2026-09-10
643,132,14,no_iniciado,0,2026-09-02
644,132,15,en_progreso,46.56,2026-09-10
645,132,16,completado,95,2026-09-10
646,133,5,en_progreso,10,2026-09-09
647,133,6,en_progreso,10,2026-09-07
648,133,7,no_iniciado,0,2026-06-05
649,133,8,en_progreso,10,2026-09-10
650,134,44,no_iniciado,0,2026-04-17
651,134,45,no_iniciado,0,2026-04-17
652,134,46,no_iniciado,0,2026-04-17
653,134,47,en_progreso,10,2026-09-10
654,134,48,en_progreso,10,2026-09-07
655,134,49,en_progreso,10,2026-09-10
656,135,44,abandonado,10,2026-09-09
657,135,45,en_progreso,10,2026-09-10
658,135,46,no_iniciado,0,2026-04-11
659,135,47,en_progreso,50.82,2026-09-10
660,135,48,no_iniciado,0,2026-04-11
661,135,49,no_iniciado,0,2026-04-11
662,136,1,en_progreso,31.68,2026-09-09
663,136,2,no_iniciado,0,2026-06-06
664,136,3,no_iniciado,0,2026-06-06
665,136,4,en_progreso,10,2026-09-09
666,137,44,en_progreso,10,2026-09-10
667,137,45,en_progreso,36.28,2026-09-10
668,137,46,no_iniciado,0,2026-07-29
669,137,47,no_iniciado,0,2026-07-29
670,137,48,en_progreso,52.15,2026-09-10
671,137,49,abandonado,58.94,2026-09-10
672,138,5,no_iniciado,0,2026-08-05
673,138,6,no_iniciado,0,2026-08-05
674,138,7,en_progreso,54.74,2026-09-10
675,138,8,en_progreso,34.02,2026-09-10
676,139,50,no_iniciado,0,2026-04-30
677,139,51,completado,100,2026-09-07
678,139,52,no_iniciado,0,2026-04-30
679,139,53,no_iniciado,0,2026-04-30
680,139,54,en_progreso,10,2026-09-10
681,139,55,no_iniciado,0,2026-04-30
682,140,44,en_progreso,10,2026-09-10
683,140,45,en_progreso,10,2026-09-10
684,140,46,no_iniciado,0,2026-06-14
685,140,47,no_iniciado,0,2026-06-14
686,140,48,no_iniciado,0,2026-06-14
687,140,49,no_iniciado,0,2026-06-14
688,141,38,en_progreso,10,2026-09-07
689,141,39,en_progreso,10,2026-09-08
690,141,40,no_iniciado,0,2026-06-04
691,141,41,no_iniciado,0,2026-06-04
692,141,42,no_iniciado,0,2026-06-04
693,141,43,no_iniciado,0,2026-06-04
694,142,21,no_iniciado,0,2026-07-07
695,142,22,no_iniciado,0,2026-07-07
696,142,23,en_progreso,10,2026-09-08
697,142,24,en_progreso,29.14,2026-09-09
698,142,25,no_iniciado,0,2026-07-07
699,142,26,no_iniciado,0,2026-07-07
700,142,27,no_iniciado,0,2026-07-07
701,143,17,en_progreso,10,2026-09-07
702,143,18,en_progreso,10,2026-09-10
703,143,19,no_iniciado,0,2026-08-12
704,143,20,en_progreso,10,2026-09-08
705,144,50,no_iniciado,0,2026-07-24
706,144,51,no_iniciado,0,2026-07-24
707,144,52,no_iniciado,0,2026-07-24
708,144,53,no_iniciado,0,2026-07-24
709,144,54,no_iniciado,0,2026-07-24
710,144,55,no_iniciado,0,2026-07-24
711,145,21,en_progreso,10,2026-09-08
712,145,22,en_progreso,10,2026-09-08
713,145,23,en_progreso,10,2026-09-09
714,145,24,en_progreso,21.9,2026-09-10
715,145,25,en_progreso,10,2026-09-10
716,145,26,no_iniciado,0,2026-07-20
717,145,27,no_iniciado,0,2026-07-20
718,146,13,en_progreso,29.77,2026-09-09
719,146,14,no_iniciado,0,2026-07-14
720,146,15,en_progreso,71.59,2026-09-10
721,146,16,completado,100,2026-09-08
722,147,17,en_progreso,10,2026-09-10
723,147,18,no_iniciado,0,2026-05-06
724,147,19,no_iniciado,0,2026-05-06
725,147,20,no_iniciado,0,2026-05-06
726,148,9,completado,95,2026-09-10
727,148,10,no_iniciado,0,2026-07-16
728,148,11,no_iniciado,0,2026-07-16
729,148,12,no_iniciado,0,2026-07-16
730,149,50,no_iniciado,0,2026-07-09
731,149,51,no_iniciado,0,2026-07-09
732,149,52,en_progreso,10,2026-09-10
733,149,53,no_iniciado,0,2026-07-09
734,149,54,no_iniciado,0,2026-07-09
735,149,55,en_progreso,30.62,2026-09-07
736,150,17,no_iniciado,0,2026-06-01
737,150,18,no_iniciado,0,2026-06-01
738,150,19,en_progreso,10,2026-09-08
739,150,20,en_progreso,10,2026-09-08
740,151,32,en_progreso,10,2026-09-10
741,151,33,en_progreso,10,2026-09-09
742,151,34,no_iniciado,0,2026-05-17
743,151,35,no_iniciado,0,2026-05-17
744,151,36,en_progreso,10,2026-09-08
745,151,37,en_progreso,56.7,2026-09-10
746,152,21,en_progreso,10,2026-09-10
747,152,22,no_iniciado,0,2026-05-01
748,152,23,no_iniciado,0,2026-05-01
749,152,24,no_iniciado,0,2026-05-01
750,152,25,no_iniciado,0,2026-05-01
751,152,26,no_iniciado,0,2026-05-01
752,152,27,no_iniciado,0,2026-05-01
753,153,1,no_iniciado,0,2026-06-13
754,153,2,no_iniciado,0,2026-06-13
755,153,3,no_iniciado,0,2026-06-13
756,153,4,abandonado,58.96,2026-09-10
757,154,44,no_iniciado,0,2026-05-11
758,154,45,no_iniciado,0,2026-05-11
759,154,46,en_progreso,52.16,2026-09-10
760,154,47,no_iniciado,0,2026-05-11
761,154,48,no_iniciado,0,2026-05-11
762,154,49,en_progreso,10,2026-09-07
763,155,56,no_iniciado,0,2026-08-29
764,155,57,no_iniciado,0,2026-08-29
765,155,58,no_iniciado,0,2026-08-29
766,155,59,no_iniciado,0,2026-08-29
767,155,60,no_iniciado,0,2026-08-29
768,156,5,en_progreso,10,2026-09-09
769,156,6,en_progreso,29.34,2026-09-09
770,156,7,no_iniciado,0,2026-07-08
771,156,8,no_iniciado,0,2026-07-08
772,157,13,no_iniciado,0,2026-08-13
773,157,14,en_progreso,10,2026-09-08
774,157,15,no_iniciado,0,2026-08-13
775,157,16,no_iniciado,0,2026-08-13
776,158,38,no_iniciado,0,2026-05-29
777,158,39,no_iniciado,0,2026-05-29
778,158,40,abandonado,10,2026-09-10
779,158,41,en_progreso,10,2026-09-08
780,158,42,en_progreso,10,2026-09-07
781,158,43,en_progreso,10,2026-09-08
782,159,17,no_iniciado,0,2026-08-27
783,159,18,en_progreso,53.73,2026-09-10
784,159,19,no_iniciado,0,2026-08-27
785,159,20,en_progreso,43.99,2026-09-08
786,160,21,en_progreso,10,2026-09-07
787,160,22,en_progreso,22.06,2026-09-10
788,160,23,en_progreso,10,2026-09-07
789,160,24,en_progreso,52.28,2026-09-10
790,160,25,no_iniciado,0,2026-05-16
791,160,26,no_iniciado,0,2026-05-16
792,160,27,en_progreso,38.36,2026-09-10
793,161,13,no_iniciado,0,2026-04-12
794,161,14,no_iniciado,0,2026-04-12
795,161,15,en_progreso,10,2026-09-09
796,161,16,en_progreso,40.82,2026-09-10
797,162,17,en_progreso,10,2026-09-07
798,162,18,en_progreso,10,2026-09-10
799,162,19,no_iniciado,0,2026-08-31
800,162,20,no_iniciado,0,2026-08-31
801,163,9,no_iniciado,0,2026-06-14
802,163,10,no_iniciado,0,2026-06-14
803,163,11,no_iniciado,0,2026-06-14
804,163,12,no_iniciado,0,2026-06-14
805,164,38,no_iniciado,0,2026-06-06
806,164,39,no_iniciado,0,2026-06-06
807,164,40,no_iniciado,0,2026-06-06
808,164,41,en_progreso,21.05,2026-09-08
809,164,42,en_progreso,34.58,2026-09-10
810,164,43,no_iniciado,0,2026-06-06
811,165,17,en_progreso,28.17,2026-09-09
812,165,18,no_iniciado,0,2026-07-29
813,165,19,en_progreso,50.72,2026-09-10
814,165,20,no_iniciado,0,2026-07-29
815,166,50,en_progreso,31.44,2026-09-08
816,166,51,abandonado,59.98,2026-09-10
817,166,52,no_iniciado,0,2026-08-18
818,166,53,completado,95,2026-09-10
819,166,54,no_iniciado,0,2026-08-18
820,166,55,en_progreso,10,2026-09-09
821,167,38,no_iniciado,0,2026-09-04
822,167,39,no_iniciado,0,2026-09-04
823,167,40,en_progreso,10,2026-09-08
824,167,41,completado,95,2026-09-10
825,167,42,no_iniciado,0,2026-09-04
826,167,43,no_iniciado,0,2026-09-04
827,168,1,no_iniciado,0,2026-05-17
828,168,2,no_iniciado,0,2026-05-17
829,168,3,no_iniciado,0,2026-05-17
830,168,4,no_iniciado,0,2026-05-17
831,169,38,no_iniciado,0,2026-05-14
832,169,39,no_iniciado,0,2026-05-14
833,169,40,no_iniciado,0,2026-05-14
834,169,41,en_progreso,10,2026-09-08
835,169,42,no_iniciado,0,2026-05-14
836,169,43,no_iniciado,0,2026-05-14
837,170,17,en_progreso,10,2026-09-10
838,170,18,en_progreso,10,2026-09-08
839,170,19,no_iniciado,0,2026-08-06
840,170,20,no_iniciado,0,2026-08-06
841,171,5,en_progreso,10,2026-09-08
842,171,6,no_iniciado,0,2026-08-12
843,171,7,no_iniciado,0,2026-08-12
844,171,8,no_iniciado,0,2026-08-12
845,172,17,no_iniciado,0,2026-06-27
846,172,18,no_iniciado,0,2026-06-27
847,172,19,no_iniciado,0,2026-06-27
848,172,20,completado,100,2026-09-08
849,173,5,no_iniciado,0,2026-07-02
850,173,6,no_iniciado,0,2026-07-02
851,173,7,no_iniciado,0,2026-07-02
852,173,8,en_progreso,10,2026-09-10
853,174,38,no_iniciado,0,2026-07-19
854,174,39,no_iniciado,0,2026-07-19
855,174,40,no_iniciado,0,2026-07-19
856,174,41,no_iniciado,0,2026-07-19
857,174,42,no_iniciado,0,2026-07-19
858,174,43,no_iniciado,0,2026-07-19
859,175,9,en_progreso,10,2026-09-07
860,175,10,no_iniciado,0,2026-06-12
861,175,11,en_progreso,10,2026-09-08
862,175,12,no_iniciado,0,2026-06-12
863,176,17,en_progreso,10,2026-09-08
864,176,18,no_iniciado,0,2026-04-26
865,176,19,completado,95,2026-09-10
866,176,20,completado,100,2026-09-10
867,177,44,en_progreso,25.06,2026-09-10
868,177,45,en_progreso,10,2026-09-07
869,177,46,no_iniciado,0,2026-06-26
870,177,47,no_iniciado,0,2026-06-26
871,177,48,en_progreso,10,2026-09-07
872,177,49,en_progreso,44.46,2026-09-10
873,178,13,no_iniciado,0,2026-08-17
874,178,14,en_progreso,10,2026-09-08
875,178,15,no_iniciado,0,2026-08-17
876,178,16,completado,95,2026-09-10
877,179,21,en_progreso,26.11,2026-09-10
878,179,22,en_progreso,73.19,2026-09-10
879,179,23,no_iniciado,0,2026-04-28
880,179,24,no_iniciado,0,2026-04-28
881,179,25,en_progreso,10,2026-09-10
882,179,26,abandonado,90,2026-09-10
883,179,27,en_progreso,10,2026-09-08
884,180,13,no_iniciado,0,2026-05-15
885,180,14,en_progreso,10,2026-09-10
886,180,15,no_iniciado,0,2026-05-15
887,180,16,en_progreso,10,2026-09-07
888,181,17,no_iniciado,0,2026-05-07
889,181,18,no_iniciado,0,2026-05-07
890,181,19,no_iniciado,0,2026-05-07
891,181,20,no_iniciado,0,2026-05-07
892,182,32,en_progreso,10,2026-09-07
893,182,33,en_progreso,10,2026-09-07
894,182,34,no_iniciado,0,2026-07-11
895,182,35,no_iniciado,0,2026-07-11
896,182,36,en_progreso,10,2026-09-07
897,182,37,no_iniciado,0,2026-07-11
898,183,17,en_progreso,10,2026-09-10
899,183,18,en_progreso,10,2026-09-07
900,183,19,en_progreso,10,2026-09-07
901,183,20,no_iniciado,0,2026-06-11
902,184,1,no_iniciado,0,2026-05-28
903,184,2,en_progreso,30.62,2026-09-07
904,184,3,en_progreso,28.99,2026-09-09
905,184,4,no_iniciado,0,2026-05-28
906,185,50,no_iniciado,0,2026-04-11
907,185,51,no_iniciado,0,2026-04-11
908,185,52,completado,95,2026-09-08
909,185,53,no_iniciado,0,2026-04-11
910,185,54,completado,100,2026-09-10
911,185,55,no_iniciado,0,2026-04-11
912,186,17,en_progreso,10,2026-09-07
913,186,18,no_iniciado,0,2026-05-30
914,186,19,en_progreso,22.9,2026-09-09
915,186,20,en_progreso,10,2026-09-07
916,187,1,no_iniciado,0,2026-06-23
917,187,2,no_iniciado,0,2026-06-23
918,187,3,no_iniciado,0,2026-06-23
919,187,4,completado,95,2026-09-09
920,188,21,no_iniciado,0,2026-05-25
921,188,22,completado,95,2026-09-10
922,188,23,no_iniciado,0,2026-05-25
923,188,24,no_iniciado,0,2026-05-25
924,188,25,en_progreso,10,2026-09-10
925,188,26,completado,100,2026-09-10
926,188,27,no_iniciado,0,2026-05-25
927,189,50,en_progreso,10,2026-09-10
928,189,51,en_progreso,10,2026-09-09
929,189,52,no_iniciado,0,2026-07-05
930,189,53,no_iniciado,0,2026-07-05
931,189,54,no_iniciado,0,2026-07-05
932,189,55,en_progreso,10,2026-09-07
933,190,9,en_progreso,10,2026-09-07
934,190,10,completado,95,2026-09-10
935,190,11,no_iniciado,0,2026-09-03
936,190,12,no_iniciado,0,2026-09-03
937,191,32,no_iniciado,0,2026-05-31
938,191,33,abandonado,21.01,2026-09-10
939,191,34,completado,95,2026-09-10
940,191,35,no_iniciado,0,2026-05-31
941,191,36,no_iniciado,0,2026-05-31
942,191,37,no_iniciado,0,2026-05-31
943,192,56,en_progreso,32.5,2026-09-10
944,192,57,no_iniciado,0,2026-06-13
945,192,58,no_iniciado,0,2026-06-13
946,192,59,no_iniciado,0,2026-06-13
947,192,60,no_iniciado,0,2026-06-13
948,193,28,en_progreso,22.29,2026-09-10
949,193,29,en_progreso,10,2026-09-08
950,193,30,no_iniciado,0,2026-06-07
951,193,31,no_iniciado,0,2026-06-07
952,194,38,en_progreso,37.62,2026-09-10
953,194,39,en_progreso,10,2026-09-07
954,194,40,completado,95,2026-09-10
955,194,41,no_iniciado,0,2026-08-01
956,194,42,no_iniciado,0,2026-08-01
957,194,43,no_iniciado,0,2026-08-01
958,195,5,en_progreso,10,2026-09-08
959,195,6,en_progreso,10,2026-09-09
960,195,7,no_iniciado,0,2026-08-28
961,195,8,en_progreso,24.8,2026-09-08
962,196,56,completado,95,2026-09-10
963,196,57,en_progreso,10,2026-09-07
964,196,58,en_progreso,10,2026-09-07
965,196,59,no_iniciado,0,2026-07-30
966,196,60,en_progreso,10,2026-09-09
967,197,38,completado,100,2026-09-10
968,197,39,en_progreso,10,2026-09-08
969,197,40,en_progreso,61.84,2026-09-10
970,197,41,completado,95,2026-09-10
971,197,42,no_iniciado,0,2026-04-12
972,197,43,en_progreso,10,2026-09-08
973,198,21,no_iniciado,0,2026-05-30
974,198,22,en_progreso,20.72,2026-09-10
975,198,23,en_progreso,10,2026-09-08
976,198,24,no_iniciado,0,2026-05-30
977,198,25,en_progreso,10,2026-09-09
978,198,26,en_progreso,50.08,2026-09-10
979,198,27,no_iniciado,0,2026-05-30
980,199,38,en_progreso,10,2026-09-07
981,199,39,en_progreso,33.17,2026-09-10
982,199,40,no_iniciado,0,2026-08-14
983,199,41,en_progreso,10,2026-09-08
984,199,42,no_iniciado,0,2026-08-14
985,199,43,en_progreso,10,2026-09-10
986,200,9,en_progreso,10,2026-09-09
987,200,10,en_progreso,66.25,2026-09-10
988,200,11,en_progreso,10,2026-09-09
989,200,12,no_iniciado,0,2026-06-18
990,201,28,no_iniciado,0,2026-08-22
991,201,29,en_progreso,10,2026-09-09
992,201,30,no_iniciado,0,2026-08-22
993,201,31,no_iniciado,0,2026-08-22
994,202,1,no_iniciado,0,2026-05-25
995,202,2,en_progreso,10,2026-09-09
996,202,3,completado,100,2026-09-08
997,202,4,en_progreso,79.46,2026-09-10
998,203,21,en_progreso,10,2026-09-08
999,203,22,completado,95,2026-09-10
1000,203,23,en_progreso,10,2026-09-07
1001,203,24,en_progreso,46.98,2026-09-10
1002,203,25,no_iniciado,0,2026-04-22
1003,203,26,abandonado,59.52,2026-09-10
1004,203,27,completado,100,2026-09-10
1005,204,1,no_iniciado,0,2026-08-17
1006,204,2,en_progreso,10,2026-09-07
1007,204,3,no_iniciado,0,2026-08-17
1008,204,4,no_iniciado,0,2026-08-17
1009,205,13,en_progreso,10,2026-09-10
1010,205,14,no_iniciado,0,2026-05-02
1011,205,15,no_iniciado,0,2026-05-02
1012,205,16,no_iniciado,0,2026-05-02
1013,206,50,completado,95,2026-09-10
1014,206,51,no_iniciado,0,2026-07-09
1015,206,52,en_progreso,10,2026-09-10
1016,206,53,en_progreso,10,2026-09-07
1017,206,54,abandonado,31.47,2026-09-10
1018,206,55,no_iniciado,0,2026-07-09
1019,207,50,en_progreso,10,2026-09-08
1020,207,51,no_iniciado,0,2026-06-08
1021,207,52,completado,100,2026-09-09
1022,207,53,no_iniciado,0,2026-06-08
1023,207,54,en_progreso,10,2026-09-07
1024,207,55,en_progreso,10,2026-09-10
1025,208,21,en_progreso,10,2026-09-08
1026,208,22,no_iniciado,0,2026-05-11
1027,208,23,en_progreso,34.35,2026-09-10
1028,208,24,no_iniciado,0,2026-05-11
1029,208,25,no_iniciado,0,2026-05-11
1030,208,26,en_progreso,30.82,2026-09-08
1031,208,27,no_iniciado,0,2026-05-11
1032,209,28,no_iniciado,0,2026-06-27
1033,209,29,en_progreso,10,2026-09-09
1034,209,30,en_progreso,34.55,2026-09-10
1035,209,31,completado,95,2026-09-10
1036,210,44,no_iniciado,0,2026-08-21
1037,210,45,no_iniciado,0,2026-08-21
1038,210,46,en_progreso,10,2026-09-09
1039,210,47,en_progreso,10,2026-09-09
1040,210,48,no_iniciado,0,2026-08-21
1041,210,49,no_iniciado,0,2026-08-21
1042,211,9,no_iniciado,0,2026-07-16
1043,211,10,no_iniciado,0,2026-07-16
1044,211,11,en_progreso,59.62,2026-09-10
1045,211,12,no_iniciado,0,2026-07-16
1046,212,9,en_progreso,10,2026-09-10
1047,212,10,en_progreso,10,2026-09-08
1048,212,11,no_iniciado,0,2026-08-24
1049,212,12,en_progreso,34.48,2026-09-10
1050,213,28,no_iniciado,0,2026-06-09
1051,213,29,no_iniciado,0,2026-06-09
1052,213,30,no_iniciado,0,2026-06-09
1053,213,31,en_progreso,10,2026-09-08
1054,214,9,no_iniciado,0,2026-08-22
1055,214,10,no_iniciado,0,2026-08-22
1056,214,11,no_iniciado,0,2026-08-22
1057,214,12,no_iniciado,0,2026-08-22
1058,215,21,no_iniciado,0,2026-05-02
1059,215,22,en_progreso,33.2,2026-09-08
1060,215,23,no_iniciado,0,2026-05-02
1061,215,24,no_iniciado,0,2026-05-02
1062,215,25,no_iniciado,0,2026-05-02
1063,215,26,no_iniciado,0,2026-05-02
1064,215,27,no_iniciado,0,2026-05-02
1065,216,28,no_iniciado,0,2026-08-12
1066,216,29,no_iniciado,0,2026-08-12
1067,216,30,no_iniciado,0,2026-08-12
1068,216,31,no_iniciado,0,2026-08-12
1069,217,13,en_progreso,10,2026-09-07
1070,217,14,en_progreso,10,2026-09-07
1071,217,15,no_iniciado,0,2026-06-06
1072,217,16,no_iniciado,0,2026-06-06
1073,218,9,completado,95,2026-09-10
1074,218,10,en_progreso,10,2026-09-08
1075,218,11,no_iniciado,0,2026-06-20
1076,218,12,no_iniciado,0,2026-06-20
1077,219,5,en_progreso,10,2026-09-10
1078,219,6,no_iniciado,0,2026-08-07
1079,219,7,en_progreso,10,2026-09-07
1080,219,8,no_iniciado,0,2026-08-07
1081,220,1,no_iniciado,0,2026-05-22
1082,220,2,en_progreso,10,2026-09-07
1083,220,3,no_iniciado,0,2026-05-22
1084,220,4,completado,95,2026-09-10
1085,221,32,en_progreso,10,2026-09-10
1086,221,33,en_progreso,48.2,2026-09-10
1087,221,34,en_progreso,31.13,2026-09-08
1088,221,35,en_progreso,28.95,2026-09-07
1089,221,36,en_progreso,10,2026-09-08
1090,221,37,no_iniciado,0,2026-05-22
1091,222,13,no_iniciado,0,2026-05-05
1092,222,14,no_iniciado,0,2026-05-05
1093,222,15,completado,95,2026-09-10
1094,222,16,en_progreso,33.92,2026-09-10
1095,223,21,completado,95,2026-09-10
1096,223,22,en_progreso,22.11,2026-09-10
1097,223,23,en_progreso,10,2026-09-07
1098,223,24,no_iniciado,0,2026-07-11
1099,223,25,no_iniciado,0,2026-07-11
1100,223,26,en_progreso,37.36,2026-09-10
1101,223,27,no_iniciado,0,2026-07-11
1102,224,17,no_iniciado,0,2026-05-09
1103,224,18,no_iniciado,0,2026-05-09
1104,224,19,en_progreso,10,2026-09-10
1105,224,20,no_iniciado,0,2026-05-09
1106,225,13,en_progreso,10,2026-09-07
1107,225,14,en_progreso,10,2026-09-09
1108,225,15,no_iniciado,0,2026-07-07
1109,225,16,no_iniciado,0,2026-07-07
1110,226,50,no_iniciado,0,2026-09-02
1111,226,51,no_iniciado,0,2026-09-02
1112,226,52,no_iniciado,0,2026-09-02
1113,226,53,en_progreso,33.4,2026-09-09
1114,226,54,no_iniciado,0,2026-09-02
1115,226,55,en_progreso,42.72,2026-09-10
1116,227,28,no_iniciado,0,2026-08-05
1117,227,29,en_progreso,10,2026-09-08
1118,227,30,en_progreso,27.7,2026-09-10
1119,227,31,en_progreso,27.69,2026-09-10
1120,228,17,en_progreso,25.52,2026-09-09
1121,228,18,no_iniciado,0,2026-06-21
1122,228,19,no_iniciado,0,2026-06-21
1123,228,20,no_iniciado,0,2026-06-21
1124,229,5,en_progreso,20.82,2026-09-10
1125,229,6,en_progreso,45.24,2026-09-10
1126,229,7,no_iniciado,0,2026-06-29
1127,229,8,en_progreso,10,2026-09-08
1128,230,21,no_iniciado,0,2026-08-24
1129,230,22,no_iniciado,0,2026-08-24
1130,230,23,no_iniciado,0,2026-08-24
1131,230,24,no_iniciado,0,2026-08-24
1132,230,25,en_progreso,10,2026-09-10
1133,230,26,en_progreso,10,2026-09-10
1134,230,27,en_progreso,40,2026-09-10
1135,231,50,no_iniciado,0,2026-07-25
1136,231,51,completado,95,2026-09-10
1137,231,52,no_iniciado,0,2026-07-25
1138,231,53,no_iniciado,0,2026-07-25
1139,231,54,en_progreso,10,2026-09-07
1140,231,55,en_progreso,66.34,2026-09-10
1141,232,28,en_progreso,33.12,2026-09-09
1142,232,29,en_progreso,21.7,2026-09-09
1143,232,30,completado,100,2026-09-09
1144,232,31,en_progreso,62.92,2026-09-10
1145,233,50,no_iniciado,0,2026-09-04
1146,233,51,en_progreso,56.68,2026-09-10
1147,233,52,no_iniciado,0,2026-09-04
1148,233,53,no_iniciado,0,2026-09-04
1149,233,54,no_iniciado,0,2026-09-04
1150,233,55,no_iniciado,0,2026-09-04
1151,234,38,no_iniciado,0,2026-07-23
1152,234,39,no_iniciado,0,2026-07-23
1153,234,40,no_iniciado,0,2026-07-23
1154,234,41,no_iniciado,0,2026-07-23
1155,234,42,en_progreso,10,2026-09-09
1156,234,43,no_iniciado,0,2026-07-23
1157,235,1,no_iniciado,0,2026-08-16
1158,235,2,no_iniciado,0,2026-08-16
1159,235,3,en_progreso,31.62,2026-09-10
1160,235,4,en_progreso,10,2026-09-07
1161,236,5,en_progreso,10,2026-09-09
1162,236,6,no_iniciado,0,2026-05-22
1163,236,7,en_progreso,10,2026-09-07
1164,236,8,completado,100,2026-09-10
1165,237,9,en_progreso,59.83,2026-09-10
1166,237,10,no_iniciado,0,2026-09-04
1167,237,11,no_iniciado,0,2026-09-04
1168,237,12,completado,95,2026-09-10
1169,238,44,en_progreso,10,2026-09-07
1170,238,45,en_progreso,10,2026-09-10
1171,238,46,en_progreso,25.04,2026-09-10
1172,238,47,en_progreso,10,2026-09-09
1173,238,48,completado,100,2026-09-09
1174,238,49,no_iniciado,0,2026-05-28
1175,239,1,no_iniciado,0,2026-08-20
1176,239,2,completado,95,2026-09-10
1177,239,3,no_iniciado,0,2026-08-20
1178,239,4,abandonado,10,2026-09-09
1179,240,5,en_progreso,10,2026-09-08
1180,240,6,no_iniciado,0,2026-09-03
1181,240,7,en_progreso,10,2026-09-10
1182,240,8,no_iniciado,0,2026-09-03
1183,241,28,no_iniciado,0,2026-08-03
1184,241,29,no_iniciado,0,2026-08-03
1185,241,30,no_iniciado,0,2026-08-03
1186,241,31,en_progreso,30.43,2026-09-08
1187,242,21,no_iniciado,0,2026-04-25
1188,242,22,no_iniciado,0,2026-04-25
1189,242,23,no_iniciado,0,2026-04-25
1190,242,24,no_iniciado,0,2026-04-25
1191,242,25,no_iniciado,0,2026-04-25
1192,242,26,no_iniciado,0,2026-04-25
1193,242,27,en_progreso,10,2026-09-08
1194,243,50,no_iniciado,0,2026-07-21
1195,243,51,no_iniciado,0,2026-07-21
1196,243,52,en_progreso,38.2,2026-09-10
1197,243,53,en_progreso,10,2026-09-10
1198,243,54,no_iniciado,0,2026-07-21
1199,243,55,no_iniciado,0,2026-07-21
1200,244,44,no_iniciado,0,2026-07-05
1201,244,45,en_progreso,10,2026-09-07
1202,244,46,en_progreso,48.33,2026-09-10
1203,244,47,no_iniciado,0,2026-07-05
1204,244,48,no_iniciado,0,2026-07-05
1205,244,49,no_iniciado,0,2026-07-05
1206,245,38,en_progreso,10,2026-09-07
1207,245,39,no_iniciado,0,2026-07-21
1208,245,40,en_progreso,48.16,2026-09-10
1209,245,41,en_progreso,10,2026-09-10
1210,245,42,en_progreso,10,2026-09-08
1211,245,43,no_iniciado,0,2026-07-21
1212,246,28,completado,100,2026-09-10
1213,246,29,no_iniciado,0,2026-08-24
1214,246,30,en_progreso,22.69,2026-09-08
1215,246,31,no_iniciado,0,2026-08-24
1216,247,13,en_progreso,10,2026-09-07
1217,247,14,no_iniciado,0,2026-06-19
1218,247,15,completado,100,2026-09-10
1219,247,16,no_iniciado,0,2026-06-19
1220,248,17,no_iniciado,0,2026-04-25
1221,248,18,no_iniciado,0,2026-04-25
1222,248,19,no_iniciado,0,2026-04-25
1223,248,20,en_progreso,10,2026-09-07
1224,249,1,en_progreso,10,2026-09-07
1225,249,2,no_iniciado,0,2026-07-28
1226,249,3,en_progreso,10,2026-09-10
1227,249,4,completado,95,2026-09-09
1228,250,28,no_iniciado,0,2026-05-01
1229,250,29,en_progreso,10,2026-09-10
1230,250,30,no_iniciado,0,2026-05-01
1231,250,31,en_progreso,10,2026-09-07
1232,251,1,no_iniciado,0,2026-04-21
1233,251,2,en_progreso,55.02,2026-09-09
1234,251,3,en_progreso,10,2026-09-09
1235,251,4,en_progreso,10,2026-09-08
1236,252,38,completado,95,2026-09-10
1237,252,39,no_iniciado,0,2026-07-25
1238,252,40,en_progreso,10,2026-09-08
1239,252,41,en_progreso,28.01,2026-09-10
1240,252,42,en_progreso,10,2026-09-07
1241,252,43,completado,100,2026-09-10
1242,253,50,no_iniciado,0,2026-07-17
1243,253,51,no_iniciado,0,2026-07-17
1244,253,52,no_iniciado,0,2026-07-17
1245,253,53,en_progreso,56.62,2026-09-09
1246,253,54,en_progreso,10,2026-09-08
1247,253,55,en_progreso,10,2026-09-08
1248,254,56,no_iniciado,0,2026-05-19
1249,254,57,no_iniciado,0,2026-05-19
1250,254,58,no_iniciado,0,2026-05-19
1251,254,59,en_progreso,10,2026-09-09
1252,254,60,no_iniciado,0,2026-05-19
1253,255,13,no_iniciado,0,2026-07-30
1254,255,14,no_iniciado,0,2026-07-30
1255,255,15,en_progreso,10,2026-09-08
1256,255,16,en_progreso,75.14,2026-09-10
1257,256,28,no_iniciado,0,2026-07-23
1258,256,29,no_iniciado,0,2026-07-23
1259,256,30,no_iniciado,0,2026-07-23
1260,256,31,en_progreso,23.61,2026-09-09
1261,257,5,no_iniciado,0,2026-05-09
1262,257,6,no_iniciado,0,2026-05-09
1263,257,7,en_progreso,58,2026-09-10
1264,257,8,en_progreso,21.35,2026-09-10
1265,258,21,no_iniciado,0,2026-05-11
1266,258,22,completado,95,2026-09-10
1267,258,23,en_progreso,10,2026-09-07
1268,258,24,en_progreso,10,2026-09-10
1269,258,25,no_iniciado,0,2026-05-11
1270,258,26,no_iniciado,0,2026-05-11
1271,258,27,en_progreso,10,2026-09-10
1272,259,44,en_progreso,10,2026-09-07
1273,259,45,en_progreso,10,2026-09-10
1274,259,46,no_iniciado,0,2026-06-12
